treat_article,treat_social,ffq_total_sum_meat_wave1pre,FFQfreqDairy_wave1pre,FFQfreqChicken_wave1pre,FFQfreqTurkey_wave1pre,FFQfreqFish_wave1pre,FFQfreqPork_wave1pre,FFQfreqBeef_wave1pre,FFQfreqOther_wave1pre,FFQfreqEggs_wave1pre,FFQfreqFruit_wave1pre,FFQfreqVegetables_wave1pre,FFQfreqNuts_wave1pre,FFQfreqBeans_wave1pre,FFQfreqVegMeats_wave1pre,FFQfreqGrains_wave1pre,FFQfreqFats_wave1pre,FFQfreqSugar_wave1pre,ease_eliminate_wave1,ease_eliminate_wave2,ease_reduce_wave1,ease_reduce_wave2,interest_purchase_wave1pre,interest_purchase_wave1,interest_purchase_wave2,would_eat_wave1pre,would_eat_wave1,would_eat_wave2,expect_reduce_wave1,expect_reduce_wave2,expect_reduce_amt_wave1,expect_reduce_amt_wave2,veg_moral_wave1pre,veg_moral_wave1,harms_wave1pre,harms_wave1,harms_wave2,harms_concern_wave1pre,harms_concern_wave1,harms_concern_wave2,age_wave1pre,gender_wave1pre,educ_wave1pre,income_wave1pre,ideology_wave1pre,wtp_wave1,wtp_wave2,would_eat_chg_wave1pre_wave1,interest_purchase_chg_wave1pre_wave1,veg_moral_chg_wave1pre_wave1,harms_chg_wave1pre_wave1,harms_concern_chg_wave1pre_wave1,would_eat_chg_wave1pre_wave2,interest_purchase_chg_wave1pre_wave2,harms_chg_wave1pre_wave2,harms_concern_chg_wave1pre_wave2
control,exposed,12.5,1,3.5,3.5,1,1,3.5,0,3.5,1,3.5,1,1,0,3.5,1,1,2,NA,2,NA,1,1,NA,2,2,NA,3,NA,2,NA,4,4,2,3,NA,2,2,NA,26,1,2,1,NA,0.25,NA,0,0,0,1,0,NA,NA,NA,NA
descriptive_norm,exposed,24,3.5,14,3.5,3.5,1,1,1,3.5,3.5,14,14,14,14,3.5,1,1,5,NA,5,NA,3,1,NA,4,2,NA,10,NA,10,NA,3,6,3,1,NA,3,3,NA,33,1,4,7,NA,4,NA,-2,-2,3,-2,0,NA,NA,NA,NA
control,exposed,25.5,14,3.5,14,3.5,1,3.5,0,28,28,14,14,3.5,3.5,3.5,3.5,3.5,6,NA,4,NA,3,4,NA,4,4,NA,6,NA,6,NA,6,6,4,4,NA,2,4,NA,32,0,2,2,3,2.5,NA,0,1,0,0,2,NA,NA,NA,NA
control,exposed,16,14,3.5,3.5,3.5,3.5,1,1,3.5,3.5,14,28,3.5,1,1,14,1,7,3,7,6,5,5,4,5,5,5,10,10,10,5,6,7,3,5,5,3,5,5,37,0,2,9,3,4,4,0,0,1,2,2,0,-1,2,2
descriptive_norm,not_exposed,10,3.5,3.5,1,3.5,1,1,0,3.5,3.5,3.5,3.5,1,1,3.5,1,1,6,5,6,5,3,5,4,4,5,4,10,8,10,8,6,6,3,4,1,3,4,1,40,1,2,4,3,4,4,1,2,0,1,1,0,1,-2,-2
debunk_unnatural,not_exposed,11.5,3.5,3.5,0,1,3.5,3.5,0,3.5,1,1,3.5,0,0,0,3.5,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,4,4,1,2,3,1,2,3,34,1,2,6,NA,0.25,0.25,0,0,0,1,1,1,0,2,2
embrace_unnatural,exposed,11.5,3.5,3.5,0,1,3.5,3.5,0,3.5,0,1,0,3.5,0,3.5,0,3.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,4,1,3,1,1,3,1,35,1,1,7,NA,0.7692307692307692,0.25,0,0,0,2,2,0,0,0,0
descriptive_norm,exposed,5.5,1,3.5,1,1,0,0,0,3.5,14,14,0,0,0,3.5,0,0,5,7,5,5,3,2,3,2,2,3,7,9,7,8,6,3,4,2,3,4,2,3,26,1,2,2,3,0.25,0.25,0,-1,-3,-2,-2,1,0,-1,-1
debunk_unnatural,not_exposed,4,3.5,1,0,1,1,1,0,3.5,3.5,3.5,1,14,0,3.5,1,1,1,1,3,2,1,4,4,2,5,4,8,5,8,4,2,6,3,5,2,4,5,3,22,1,2,5,2,0.4,0.7692307692307692,3,3,4,2,1,2,3,-1,-1
debunk_unnatural,not_exposed,14,14,3.5,0,3.5,3.5,3.5,0,3.5,14,14,3.5,3.5,0,3.5,3.5,3.5,4,2,4,2,1,2,1,1,1,1,5,2,5,2,4,4,2,5,2,4,5,3,35,0,2,8,4,0.25,0.25,0,1,0,3,1,0,0,0,-1
control,not_exposed,45,3.5,14,14,14,1,1,1,3.5,14,14,3.5,3.5,0,14,14,3.5,2,3,5,5,1,1,3,1,1,3,7,5,2,3,5,3,3,4,5,2,3,2,48,1,6,4,5,0.25,2.5,0,0,-2,1,1,2,2,2,0
embrace_unnatural,exposed,10,3.5,3.5,3.5,1,1,1,0,1,1,3.5,0,1,0,3.5,3.5,3.5,3,2,7,3,4,4,2,5,4,3,10,1,9,1,5,7,5,5,5,5,5,5,28,1,2,2,2,4,0.25,-1,0,2,0,0,-2,-2,0,0
embrace_unnatural,not_exposed,15,3.5,3.5,1,3.5,3.5,3.5,0,3.5,14,14,14,0,1,14,3.5,14,2,NA,5,NA,1,2,NA,2,3,NA,10,NA,10,NA,4,4,2,5,NA,2,4,NA,36,0,2,11,4,0.7692307692307692,NA,1,1,0,3,2,NA,NA,NA,NA
debunk_unnatural,not_exposed,5.5,0,3.5,1,1,0,0,0,3.5,14,14,14,3.5,0,3.5,0,3.5,5,4,6,7,3,4,4,3,4,4,8,7,8,7,4,5,3,4,1,3,3,3,23,1,2,4,3,4,0.25,1,1,1,1,0,1,1,-2,0
control,not_exposed,11,1,3.5,1,1,1,3.5,1,1,3.5,3.5,3.5,3.5,0,3.5,3.5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,37,0,2,1,5,0.25,0.25,0,0,0,0,0,0,0,0,0
descriptive_norm,exposed,10,14,3.5,1,1,1,3.5,0,1,3.5,14,1,1,0,3.5,1,1,1,1,4,4,3,4,2,3,4,4,6,4,4,4,4,4,2,3,3,2,3,2,18,0,2,6,3,0.25,0.25,1,1,0,1,1,1,-1,1,0
embrace_unnatural,exposed,21.5,3.5,1,3.5,14,1,1,1,0,28,14,0,3.5,14,14,14,28,2,5,7,7,4,5,4,4,4,4,8,9,5,7,4,5,3,5,4,4,4,3,25,1,2,4,NA,1.25,0.25,0,1,1,2,0,0,0,1,-1
debunk_unnatural,exposed,22,3.5,3.5,14,1,0,3.5,0,14,3.5,3.5,1,3.5,1,14,14,14,3,NA,6,NA,5,5,NA,4,4,NA,7,NA,5,NA,5,6,4,5,NA,3,4,NA,18,0,2,9,1,4,NA,0,0,1,1,1,NA,NA,NA,NA
control,exposed,64,0,1,3.5,14,28,14,3.5,1,0,1,3.5,14,28,14,3.5,1,7,6,6,7,5,5,4,5,5,5,5,5,5,5,6,6,5,5,5,4,4,4,24,0,2,NA,5,1.25,2.5,0,0,0,0,0,0,-1,0,0
embrace_unnatural,not_exposed,6.5,3.5,1,1,0,1,3.5,0,3.5,14,14,3.5,0,0,3.5,28,28,3,NA,4,NA,3,3,NA,4,4,NA,7,NA,6,NA,1,5,5,5,NA,5,5,NA,26,1,1,5,3,4,NA,0,0,4,0,0,NA,NA,NA,NA
control,not_exposed,7.5,3.5,1,3.5,1,1,1,0,3.5,3.5,3.5,1,1,0,1,1,1,6,6,6,6,4,5,5,5,5,4,8,8,9,9,6,7,5,5,3,5,5,5,42,0,1,1,2,4,4,0,1,1,0,0,-1,1,-2,0
embrace_unnatural,exposed,13.5,14,3.5,1,1,3.5,3.5,1,3.5,1,3.5,1,1,0,1,3.5,1,3,2,3,2,3,3,1,3,4,2,3,0,3,0,1,1,3,4,3,3,4,3,37,0,2,6,5,1.25,0.25,1,0,0,1,1,-1,-2,0,0
descriptive_norm,exposed,45.5,14,14,14,14,0,3.5,0,14,3.5,3.5,1,1,0,28,3.5,28,3,NA,6,NA,4,5,NA,3,5,NA,10,NA,5,NA,4,7,5,5,NA,4,5,NA,20,1,1,NA,NA,1.75,NA,2,1,3,0,1,NA,NA,NA,NA
debunk_unnatural,not_exposed,5,3.5,1,1,1,1,1,0,3.5,3.5,0,3.5,3.5,0,3.5,0,0,4,4,4,3,2,3,3,3,4,3,6,7,6,7,4,4,3,3,1,3,3,5,43,0,2,9,NA,4,0.25,1,1,0,0,0,0,1,-2,2
embrace_unnatural,exposed,38.5,14,3.5,14,0,3.5,14,3.5,3.5,14,14,14,14,14,14,14,14,6,4,6,4,4,5,4,5,4,3,8,8,8,9,6,4,4,4,3,3,3,3,37,0,2,6,NA,0.25,0.25,-1,1,-2,0,0,-2,0,-1,0
descriptive_norm,not_exposed,23,3.5,1,1,3.5,3.5,14,0,14,3.5,3.5,3.5,3.5,14,14,1,3.5,6,6,7,6,3,4,5,4,3,5,10,10,10,10,4,7,5,5,4,5,5,4,26,1,2,2,2,1.25,0.25,-1,1,3,0,0,1,2,-1,-1
debunk_unnatural,not_exposed,15,3.5,3.5,3.5,1,3.5,3.5,0,3.5,28,3.5,3.5,3.5,1,3.5,3.5,3.5,7,7,7,7,3,3,5,3,5,5,6,6,7,6,5,5,3,4,3,3,3,3,29,0,1,2,NA,4,4,2,0,0,1,0,2,2,0,0
descriptive_norm,not_exposed,8,28,3.5,0,0,3.5,1,0,3.5,0,0,0,0,0,3.5,0,3.5,6,NA,2,NA,2,3,NA,3,4,NA,10,NA,10,NA,5,6,4,5,NA,4,5,NA,25,0,2,1,3,4,NA,1,1,1,1,1,NA,NA,NA,NA
descriptive_norm,exposed,21.5,3.5,14,1,3.5,1,1,1,14,3.5,3.5,3.5,14,0,3.5,3.5,0,4,1,4,1,1,1,1,2,3,2,4,0,3,0,2,4,3,3,1,5,5,2,69,1,3,4,3,0.25,0.25,1,0,2,0,0,0,0,-2,-3
embrace_unnatural,not_exposed,32,14,1,14,14,1,1,1,1,3.5,3.5,1,1,1,1,1,1,7,5,7,7,4,3,5,3,3,4,5,5,5,5,4,4,5,5,5,5,5,5,34,0,2,2,1,0.4,4,0,-1,0,0,0,1,1,0,0
descriptive_norm,not_exposed,0,28,0,0,0,0,0,0,3.5,14,14,3.5,14,14,28,3.5,3.5,7,NA,7,NA,3,4,NA,3,3,NA,9,NA,10,NA,6,7,5,4,NA,5,5,NA,27,1,2,6,2,4,NA,0,1,1,-1,0,NA,NA,NA,NA
descriptive_norm,exposed,38.5,14,3.5,14,3.5,0,14,3.5,1,28,3.5,28,0,3.5,28,28,28,3,NA,2,NA,5,2,NA,3,4,NA,7,NA,4,NA,5,6,2,3,NA,3,1,NA,22,1,1,NA,1,0.5586592178770949,NA,1,-3,1,1,-2,NA,NA,NA,NA
embrace_unnatural,not_exposed,71,28,14,14,14,14,14,1,28,14,28,3.5,14,0,28,28,14,2,NA,3,NA,4,5,NA,4,5,NA,7,NA,5,NA,4,6,4,5,NA,3,5,NA,38,1,2,9,NA,2.5,NA,1,1,2,1,2,NA,NA,NA,NA
control,exposed,5.5,1,1,0,0,1,3.5,0,3.5,3.5,3.5,0,3.5,0,3.5,1,1,3,2,6,5,4,5,4,5,4,5,4,4,6,2,6,7,4,5,4,3,4,4,20,1,3,NA,3,4,4,-1,1,1,1,1,0,0,0,1
descriptive_norm,exposed,6,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,5,1,5,4,1,5,10,10,10,10,7,7,5,5,5,5,5,5,42,0,1,3,5,4,0.4,-3,-4,0,0,0,1,0,0,0
descriptive_norm,exposed,23,14,3.5,3.5,1,1,14,0,3.5,3.5,3.5,14,1,0,3.5,14,3.5,3,3,4,3,3,4,1,2,5,2,10,2,7,3,5,6,3,5,5,3,4,3,41,0,2,4,3,4,0.25,3,1,1,2,1,0,-2,2,0
embrace_unnatural,exposed,7.5,3.5,1,1,3.5,1,1,0,1,3.5,3.5,14,1,0,3.5,3.5,3.5,1,4,5,5,3,3,3,3,3,3,6,7,7,6,4,5,3,3,4,2,3,3,22,0,2,5,3,0.5586592178770949,1.25,0,0,1,0,1,0,0,1,1
embrace_unnatural,not_exposed,14,3.5,3.5,0,3.5,3.5,3.5,0,3.5,14,14,1,14,1,3.5,3.5,1,4,NA,4,NA,4,3,NA,5,3,NA,8,NA,8,NA,4,4,4,3,NA,3,3,NA,41,1,1,3,NA,2.5,NA,-2,-1,0,-1,0,NA,NA,NA,NA
control,exposed,47.5,28,3.5,14,1,1,14,14,14,3.5,28,0,1,1,1,1,3.5,7,NA,7,NA,2,5,NA,5,5,NA,7,NA,7,NA,5,6,2,3,NA,3,4,NA,25,0,2,1,5,4,NA,0,3,1,1,1,NA,NA,NA,NA
control,exposed,10,3.5,3.5,1,1,1,3.5,0,1,3.5,3.5,1,3.5,0,3.5,3.5,3.5,4,4,7,6,2,4,4,3,4,4,5,2,5,3,4,6,3,5,5,3,5,5,38,1,2,NA,3,4,4,1,2,2,2,2,1,2,2,2
debunk_unnatural,exposed,3,3.5,1,0,0,1,1,0,3.5,1,1,1,0,0,1,0,0,4,NA,4,NA,1,1,NA,1,1,NA,6,NA,7,NA,4,1,2,1,NA,2,5,NA,58,1,3,4,4,0.25,NA,0,0,-3,-1,3,NA,NA,NA,NA
control,exposed,24,3.5,14,1,3.5,1,3.5,1,1,28,0,0,1,0,1,1,1,1,6,1,6,2,5,5,3,1,4,10,10,8,9,6,1,3,5,3,3,5,3,22,0,2,3,3,0.25,4,-2,3,-5,2,2,1,3,0,0
descriptive_norm,not_exposed,19.5,14,1,0,1,3.5,14,0,3.5,14,14,1,3.5,0,14,14,14,5,NA,7,NA,5,5,NA,5,5,NA,10,NA,10,NA,5,5,4,5,NA,3,5,NA,50,1,6,6,2,4,NA,0,0,0,1,2,NA,NA,NA,NA
debunk_unnatural,not_exposed,7.5,3.5,1,1,1,3.5,1,0,3.5,3.5,3.5,3.5,3.5,0,14,1,1,2,NA,5,NA,5,5,NA,4,4,NA,7,NA,7,NA,5,7,3,4,NA,2,3,NA,21,0,2,NA,3,4,NA,0,0,2,1,1,NA,NA,NA,NA
embrace_unnatural,not_exposed,23,3.5,14,1,1,3.5,3.5,0,14,14,3.5,1,3.5,1,14,3.5,14,3,5,3,4,3,2,4,4,2,4,7,7,7,6,5,5,4,4,4,2,4,4,32,1,2,3,3,4,2.5,-2,-1,0,0,2,0,1,0,2
debunk_unnatural,exposed,24,3.5,14,1,3.5,1,3.5,1,3.5,1,3.5,1,1,0,3.5,3.5,3.5,7,3,7,5,5,5,5,5,5,5,10,10,8,6,1,7,3,5,5,1,4,4,43,1,2,5,4,4,4,0,0,6,2,3,0,0,2,3
descriptive_norm,not_exposed,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,NA,4,NA,4,4,NA,4,4,NA,5,NA,6,NA,6,6,4,4,NA,4,4,NA,34,0,1,3,4,1.75,NA,0,0,0,0,0,NA,NA,NA,NA
descriptive_norm,exposed,7.5,3.5,3.5,1,1,1,1,0,3.5,3.5,3.5,1,1,0,3.5,1,1,1,NA,5,NA,2,3,NA,3,3,NA,4,NA,4,NA,5,6,4,4,NA,2,4,NA,20,0,2,4,2,4,NA,0,1,1,0,2,NA,NA,NA,NA
descriptive_norm,not_exposed,9,3.5,3.5,0,1,1,3.5,0,1,3.5,3.5,0,3.5,0,3.5,1,14,1,2,3,5,1,2,2,4,4,3,6,8,7,8,6,5,5,5,5,4,3,3,18,1,2,5,2,4,4,0,1,-1,0,-1,-1,1,0,-1
debunk_unnatural,not_exposed,6,1,1,1,1,1,1,1,3.5,14,14,3.5,1,3.5,1,1,1,4,6,4,6,3,3,4,5,5,5,9,9,5,9,5,3,2,2,3,2,2,3,42,1,2,NA,1,0.25,4,0,0,-2,0,0,0,1,1,1
embrace_unnatural,exposed,8,1,3.5,0,3.5,0,1,0,1,14,3.5,3.5,0,0,1,1,1,6,NA,6,NA,1,1,NA,1,1,NA,10,NA,10,NA,4,4,3,5,NA,2,4,NA,30,1,1,NA,5,4,NA,0,0,0,2,2,NA,NA,NA,NA
embrace_unnatural,exposed,3,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,5,4,4,5,3,3,4,3,3,4,3,7,6,6,4,4,3,3,2,3,4,3,40,0,2,2,4,0.25,4,0,0,0,0,1,1,1,-1,0
descriptive_norm,not_exposed,10,1,3.5,1,1,3.5,1,0,1,1,1,1,0,0,1,1,1,1,NA,1,NA,1,1,NA,1,3,NA,5,NA,5,NA,4,4,3,3,NA,3,4,NA,37,1,1,NA,NA,4,NA,2,0,0,0,1,NA,NA,NA,NA
descriptive_norm,not_exposed,168,28,28,28,28,28,28,28,28,28,28,28,0,28,28,28,28,7,7,7,7,2,4,5,2,4,5,10,10,6,10,7,7,5,5,5,5,5,5,33,0,2,1,2,4,4,2,2,0,0,0,3,3,0,0
control,exposed,11,14,1,1,1,3.5,3.5,1,3.5,3.5,3.5,3.5,3.5,1,3.5,3.5,1,4,NA,5,NA,1,1,NA,3,1,NA,10,NA,9,NA,4,6,3,1,NA,2,4,NA,45,1,2,4,3,0.7692307692307692,NA,-2,0,2,-2,2,NA,NA,NA,NA
debunk_unnatural,not_exposed,9,14,1,0,1,3.5,3.5,0,3.5,14,3.5,14,1,0,3.5,14,14,6,4,5,4,1,4,4,2,4,4,7,6,7,8,5,6,4,5,3,4,5,4,26,1,2,NA,2,4,4,2,3,1,1,1,2,3,-1,0
descriptive_norm,exposed,5,1,1,0,1,1,1,1,1,1,1,1,1,3.5,3.5,1,1,7,NA,7,NA,5,1,NA,4,1,NA,10,NA,10,NA,7,7,4,5,NA,3,5,NA,26,0,1,1,1,0.25,NA,-3,-4,0,1,2,NA,NA,NA,NA
debunk_unnatural,not_exposed,4,3.5,1,1,0,1,1,0,3.5,3.5,3.5,1,3.5,0,3.5,3.5,3.5,1,2,4,3,2,5,3,4,4,4,5,2,5,2,2,6,5,5,1,5,5,5,32,1,2,3,NA,4,0.25,0,3,4,0,0,0,1,-4,0
control,not_exposed,18.5,3.5,3.5,3.5,3.5,3.5,1,3.5,3.5,3.5,1,1,3.5,1,3.5,0,1,5,5,7,7,3,2,2,4,4,3,8,9,7,8,3,3,4,3,3,3,4,3,38,0,2,4,2,2.5,4,0,-1,0,-1,1,-1,-1,-1,0
control,not_exposed,31,3.5,14,1,1,1,14,0,14,14,14,1,14,0,14,14,14,3,3,4,2,3,4,3,4,4,4,7,4,6,3,5,4,3,4,2,4,4,2,24,0,2,1,NA,4,0.7692307692307692,0,1,-1,1,0,0,0,-1,-2
debunk_unnatural,exposed,23,1,3.5,14,3.5,0,1,1,14,3.5,0,1,1,3.5,3.5,1,1,5,NA,5,NA,4,1,NA,4,1,NA,7,NA,6,NA,4,4,2,2,NA,1,1,NA,35,0,2,3,4,2.5,NA,-3,-3,0,0,0,NA,NA,NA,NA
debunk_unnatural,exposed,4.5,3.5,3.5,1,0,0,0,0,3.5,3.5,1,3.5,0,1,14,3.5,3.5,3,NA,4,NA,5,5,NA,5,5,NA,3,NA,4,NA,5,5,4,4,NA,3,3,NA,26,0,1,3,5,4,NA,0,0,0,0,0,NA,NA,NA,NA
control,not_exposed,5,3.5,1,1,1,1,1,0,3.5,1,1,1,1,0,1,3.5,3.5,4,4,4,4,1,1,3,1,1,3,2,5,2,5,4,4,3,3,3,3,3,3,44,1,1,5,NA,0.4,0.25,0,0,0,0,0,2,2,0,0
embrace_unnatural,exposed,21.5,14,1,1,3.5,1,1,14,1,1,14,1,1,14,1,3.5,1,4,4,3,5,3,4,4,5,4,4,8,7,5,3,4,6,3,4,3,4,5,4,38,0,2,3,3,4,0.4,-1,1,2,1,1,-1,1,0,0
descriptive_norm,not_exposed,9,3.5,3.5,0,1,1,3.5,0,3.5,3.5,14,3.5,1,3.5,3.5,3.5,3.5,5,NA,6,NA,4,3,NA,4,4,NA,6,NA,4,NA,5,5,3,4,NA,3,3,NA,19,0,1,NA,4,0.25,NA,0,-1,0,1,0,NA,NA,NA,NA
debunk_unnatural,exposed,49,28,14,3.5,14,3.5,14,0,1,3.5,14,3.5,14,0,28,14,28,5,7,6,6,4,5,4,5,5,4,6,9,5,6,7,5,5,5,1,4,4,2,36,0,2,1,1,0.7692307692307692,0.4,0,1,-2,0,0,-1,0,-4,-2
embrace_unnatural,not_exposed,12.5,3.5,3.5,1,1,3.5,3.5,0,3.5,3.5,3.5,3.5,1,0,3.5,3.5,1,3,2,5,5,2,2,4,2,3,3,5,5,5,3,3,2,2,2,4,3,3,3,76,1,3,NA,3,0.25,0.25,1,0,-1,0,0,1,2,2,0
descriptive_norm,exposed,18.5,14,3.5,1,3.5,3.5,3.5,3.5,3.5,3.5,14,14,3.5,0,3.5,3.5,1,1,NA,3,NA,1,1,NA,2,2,NA,0,NA,0,NA,1,3,2,3,NA,2,3,NA,40,0,3,NA,4,0.25,NA,0,0,2,1,1,NA,NA,NA,NA
control,not_exposed,17,3.5,1,1,14,0,1,0,3.5,14,14,0,0,0,0,0,3.5,3,4,3,4,1,1,2,1,1,3,6,5,5,5,4,4,3,3,3,2,1,3,36,0,1,1,NA,0.25,0.4,0,0,0,0,-1,2,1,0,1
embrace_unnatural,exposed,7.5,3.5,1,1,3.5,1,1,0,3.5,1,3.5,3.5,1,1,3.5,3.5,1,3,4,3,5,3,1,1,4,1,1,7,7,7,7,6,4,3,4,1,3,4,2,38,1,2,9,NA,0.25,0.25,-3,-2,-2,1,1,-3,-2,-2,-1
embrace_unnatural,exposed,15,3.5,3.5,1,3.5,3.5,3.5,0,1,3.5,3.5,3.5,3.5,1,3.5,3.5,0,6,5,7,7,3,5,5,5,5,5,10,7,7,8,6,7,5,5,5,4,5,5,32,1,3,NA,1,4,4,0,2,1,0,1,0,2,0,1
control,not_exposed,6.5,3.5,3.5,1,1,0,1,0,1,3.5,3.5,1,1,3.5,3.5,3.5,3.5,4,NA,4,NA,4,1,NA,4,1,NA,10,NA,10,NA,6,1,3,1,NA,3,1,NA,44,0,2,3,3,4,NA,-3,-3,-5,-2,-2,NA,NA,NA,NA
debunk_unnatural,not_exposed,18,1,14,1,1,1,1,0,14,3.5,28,3.5,3.5,0,3.5,3.5,1,5,NA,7,NA,2,3,NA,1,3,NA,7,NA,10,NA,5,5,3,5,NA,3,4,NA,18,0,1,4,NA,4,NA,2,1,0,2,1,NA,NA,NA,NA
descriptive_norm,not_exposed,20.5,14,3.5,14,1,1,1,0,1,14,14,14,14,1,1,1,1,4,4,4,4,3,3,3,4,4,3,5,2,5,2,4,4,3,3,3,3,4,3,42,1,3,5,NA,0.25,0.4,0,0,0,0,1,-1,0,0,0
debunk_unnatural,not_exposed,5.5,1,3.5,1,1,0,0,0,3.5,1,1,0,0,0,1,1,0,1,5,7,5,1,5,4,2,4,4,10,5,5,5,7,6,2,5,3,2,5,2,69,1,3,6,3,4,0.25,2,4,-1,3,3,2,3,1,0
descriptive_norm,not_exposed,14,3.5,3.5,0,3.5,3.5,3.5,0,3.5,3.5,3.5,0,0,0,3.5,3.5,3.5,4,4,4,4,2,4,2,3,3,3,7,2,7,2,5,4,4,3,4,5,3,4,67,1,2,3,1,4,0.25,0,2,-1,-1,-2,0,0,0,-1
embrace_unnatural,exposed,16,3.5,3.5,3.5,3.5,1,3.5,1,14,14,14,14,14,14,14,14,1,3,NA,3,NA,5,5,NA,5,5,NA,10,NA,8,NA,4,6,3,4,NA,5,5,NA,19,0,2,NA,5,2.5,NA,0,0,2,1,0,NA,NA,NA,NA
control,not_exposed,9,3.5,3.5,1,0,3.5,1,0,14,14,3.5,0,3.5,0,14,1,14,3,3,4,4,5,5,4,5,5,4,3,1,3,1,4,3,5,4,2,4,4,4,37,1,2,2,2,1.25,1.25,0,0,-1,-1,0,-1,-1,-3,0
control,exposed,53.5,1,3.5,28,3.5,1,3.5,14,1,14,1,0,14,28,28,3.5,14,6,NA,5,NA,3,4,NA,3,4,NA,10,NA,10,NA,3,3,2,3,NA,3,3,NA,24,0,2,11,3,1.25,NA,1,1,0,1,0,NA,NA,NA,NA
descriptive_norm,exposed,5.5,3.5,0,0,3.5,1,1,0,1,3.5,14,3.5,3.5,1,3.5,3.5,1,6,1,7,3,2,3,3,3,3,3,7,5,7,5,7,7,5,5,5,4,5,5,60,1,3,1,4,4,4,0,1,0,0,1,0,1,0,1
control,exposed,0,28,0,0,0,0,0,0,3.5,14,14,3.5,3.5,3.5,3.5,3.5,3.5,7,NA,7,NA,1,4,NA,5,1,NA,10,NA,10,NA,7,7,5,5,NA,5,5,NA,50,1,2,2,3,4,NA,-4,3,0,0,0,NA,NA,NA,NA
embrace_unnatural,exposed,13.5,1,3.5,1,1,3.5,3.5,1,1,1,3.5,1,1,1,1,1,1,4,4,4,4,3,3,3,3,3,3,5,2,5,2,4,4,3,3,3,2,3,3,30,0,3,5,1,0.25,4,0,0,0,0,1,0,0,0,1
embrace_unnatural,not_exposed,23,3.5,3.5,1,1,3.5,14,0,3.5,28,3.5,1,3.5,1,3.5,3.5,14,3,NA,4,NA,2,3,NA,2,2,NA,5,NA,5,NA,4,5,3,4,NA,2,3,NA,18,0,2,1,NA,0.5586592178770949,NA,0,1,1,1,1,NA,NA,NA,NA
control,not_exposed,12.5,3.5,3.5,1,1,3.5,3.5,0,3.5,3.5,3.5,3.5,3.5,0,3.5,3.5,3.5,4,NA,4,NA,2,1,NA,3,1,NA,5,NA,6,NA,4,4,3,3,NA,3,3,NA,38,0,2,1,NA,0.25,NA,-2,-1,0,0,0,NA,NA,NA,NA
debunk_unnatural,not_exposed,12.5,14,3.5,1,1,3.5,3.5,0,3.5,1,3.5,1,3.5,0,14,3.5,3.5,1,NA,5,NA,2,3,NA,3,3,NA,0,NA,0,NA,2,2,4,4,NA,3,2,NA,20,0,2,1,NA,1.25,NA,0,1,0,0,-1,NA,NA,NA,NA
descriptive_norm,exposed,17.5,14,3.5,3.5,3.5,3.5,3.5,0,14,14,14,14,3.5,0,14,14,14,1,2,6,5,1,2,3,2,3,3,5,5,6,5,2,4,3,4,4,3,4,4,39,1,3,4,3,2.5,0.7692307692307692,1,1,2,1,1,1,2,1,1
embrace_unnatural,exposed,12.5,14,3.5,3.5,1,0,3.5,1,1,3.5,3.5,3.5,3.5,1,14,14,14,3,1,5,5,3,4,4,3,4,4,6,6,4,5,5,6,4,5,5,3,4,3,18,0,2,3,2,2.5,1.75,1,1,1,1,1,1,1,1,0
descriptive_norm,exposed,11,3.5,3.5,1,1,1,1,3.5,1,14,3.5,1,1,0,3.5,3.5,3.5,1,1,2,3,1,3,4,2,3,3,8,0,5,1,1,1,3,5,3,3,5,3,72,1,2,3,4,1.25,1.25,1,2,0,2,2,1,3,0,0
debunk_unnatural,exposed,17.5,3.5,3.5,3.5,3.5,3.5,3.5,0,3.5,1,3.5,0,0,0,3.5,1,14,3,NA,5,NA,1,2,NA,1,3,NA,8,NA,7,NA,2,4,1,4,NA,1,2,NA,31,0,2,2,3,0.25,NA,2,1,2,3,1,NA,NA,NA,NA
debunk_unnatural,not_exposed,6.5,3.5,1,1,1,0,3.5,0,1,3.5,3.5,3.5,3.5,1,3.5,3.5,1,1,1,3,3,1,1,1,1,1,3,2,2,2,1,5,3,2,3,2,2,3,2,50,1,4,10,4,0.25,4,0,0,-2,1,1,2,0,0,0
embrace_unnatural,exposed,6.5,3.5,3.5,1,1,0,1,0,3.5,14,3.5,14,3.5,1,3.5,3.5,3.5,7,4,7,4,1,1,5,1,1,5,10,5,10,5,4,7,3,1,3,3,1,3,33,1,2,5,3,4,4,0,0,3,-2,-2,4,4,0,0
debunk_unnatural,exposed,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,NA,6,NA,1,1,NA,2,1,NA,8,NA,8,NA,4,6,3,4,NA,3,3,NA,25,1,5,NA,NA,4,NA,-1,0,2,1,0,NA,NA,NA,NA
